146.635505 141.659891 389.247469 0.059741 -0.051201 -0.003296
80.829314 115.202512 238.391622 0.054330 -0.024302 -0.004388
-15.493598 89.433745 371.998071 0.040521 0.017521 -0.004042
176.597786 -6.130431 317.995572 0.002329 -0.066046 -0.005402
303.405883 101.466535 329.337889 0.047953 -0.118643 -0.006592
240.484923 254.678812 310.143454 0.106002 -0.093022 -0.005616
56.646064 272.688907 287.434227 0.112839 -0.018429 -0.003078
44.689778 433.283043 330.570857 0.181904 -0.013808 -0.003421
174.991070 227.665204 159.223309 0.097074 -0.066501 -0.006981
-93.454841 201.135401 275.925855 0.084119 0.046172 -0.003693
-11.231800 244.842238 137.675794 0.103008 0.010233 -0.001374
-22.099058 -142.612547 159.041130 -0.052528 0.015902 -0.000434
-148.890195 -250.244698 147.766092 -0.098391 0.065165 0.000624
-77.057916 -221.258634 295.365560 -0.084821 0.042624 0.000765
-49.296386 7.798282 225.853646 0.009637 0.025825 -0.001470
49.772491 -113.692879 306.698645 -0.039345 -0.013187 -0.002111
104.777208 -35.084719 170.366742 -0.011486 -0.035552 -0.000536
32.992263 -64.075168 22.732883 -0.024043 -0.009256 -0.000087
126.534150 -181.899139 94.497471 -0.072800 -0.044538 0.002259
71.523999 -260.528403 230.815218 -0.100472 -0.022018 -0.000408
-93.812956 -171.662820 11.407856 -0.067427 0.043124 0.002004
-0.269573 -289.492535 83.174441 -0.115174 0.005375 0.003368
325.188555 -45.384514 253.417610 -0.015323 -0.131230 -0.001349
231.647103 72.476912 181.714985 0.036600 -0.088518 -0.002786
352.537933 -208.735632 272.181743 -0.082264 -0.138956 -0.000576
253.380428 -74.335005 105.802488 -0.026609 -0.099955 -0.000835
198.357427 -152.942009 242.106000 -0.057573 -0.074842 -0.001978
270.137039 -123.977584 389.724763 -0.045872 -0.100191 -0.003826
358.413108 180.111183 193.060829 0.076375 -0.140410 -0.003761
242.400435 364.123358 -257.257220 0.142841 -0.102292 -0.008928
367.519503 472.436866 -231.482347 0.190899 -0.152692 -0.004337
187.330331 285.450602 -121.008358 0.119661 -0.074591 -0.002024
175.567621 345.532402 -408.823330 0.139832 -0.073858 -0.009747
115.569289 256.537213 -268.665649 0.104788 -0.047224 0.001070
138.442877 442.829794 -153.418815 0.181526 -0.054334 -0.007086
324.887434 279.389697 -374.802918 0.112693 -0.139082 0.000213
302.135381 453.265368 -395.602249 0.180334 -0.124727 -0.004285
216.159875 527.908276 -273.858580 0.215690 -0.090028 -0.007525
311.601541 393.604033 -95.598478 0.157872 -0.129657 -0.007429
396.673014 308.377853 -227.167030 0.125887 -0.163290 -0.001582
269.832113 200.781854 -238.518148 0.082296 -0.112669 -0.003481
262.392894 495.923521 151.265469 0.203497 -0.101127 -0.009091
194.883149 467.828907 1.470552 0.191055 -0.078360 -0.009985
152.078129 386.277325 211.246135 0.164842 -0.057637 -0.006261
309.783372 339.307882 184.293032 0.141192 -0.120187 -0.004188
376.569824 421.284849 55.380844 0.175398 -0.155195 -0.012283
192.253231 624.586886 58.060925 0.253953 -0.078019 -0.008908
48.969163 237.770616 -420.757206 0.097420 -0.021616 0.001180
71.223077 64.236674 -397.464683 0.025624 -0.029279 0.002868
7.913269 407.039120 -457.732847 0.162250 -0.005677 -0.002050
126.215102 142.743140 -533.827395 0.057033 -0.057215 0.002310
198.067752 171.791512 -386.140332 0.070275 -0.082733 -0.000149
-105.824712 297.422523 -404.526033 0.121315 0.042573 -0.001913
-22.107794 155.891740 -294.152055 0.064956 0.013122 0.002707
-89.417753 136.591502 -445.415589 0.056169 0.039564 0.004087
103.424562 314.604954 -558.316069 0.122205 -0.045171 -0.004364
253.044293 250.441880 -522.473108 0.100042 -0.106322 0.000607
274.827703 103.597146 -598.362189 0.040159 -0.119256 0.003682
401.617211 211.259069 -587.132175 0.082335 -0.167253 -0.001004
346.644277 132.591941 -450.720198 0.053841 -0.142086 0.001997
379.748765 358.180808 -511.053425 0.140977 -0.162505 -0.004201
42.354405 172.394692 -141.327813 0.071718 -0.016374 -0.000629
29.491828 331.642612 -93.816065 0.138711 -0.009090 -0.007684
143.025884 93.191554 -249.852848 0.040648 -0.059936 0.001297
103.203181 198.645466 11.612840 0.080809 -0.040925 -0.001799
-66.017913 194.339730 -11.449173 0.085057 0.033248 -0.001931
-120.998143 143.799252 -160.502991 0.059061 0.050809 -0.000195
88.015047 14.512281 -113.571157 0.007027 -0.034658 -0.000262
62.949264 592.830340 -264.185006 0.240681 -0.027862 -0.002139
